event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE36066,"09 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Khallat al Louza",31.6764,35.2006,1,"Arab 48; Palestine News and Information Agency",National,"On 9 September 2023, Palestinian rioters clashed with Israeli forces that raided Khallat al Louza (Bethlehem, West Bank) to protect Israeli settlers that attacked Palestinian homes in the area.",0,"crowd size=no report",1695067360
PSE36071,"09 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Turmus Ayya",32.0354,35.2856,2,"PLO Negotiations Affairs Department",Other,"On 9 September 2023, Israeli settler rioters hurled stones at Palestinian vehicles passing through the Ramallah-Nablus road near Turmus Ayya (Ramallah and Al Bireh, West Bank).",0,"crowd size=no report",1695067360
PSE36072,"09 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Ras Karkar",31.9424,35.1077,2,"PLO Negotiations Affairs Department",Other,"On 9 September 2023, Israeli settler rioters hurled attacked a Palestinian inside his vehicle near the entrance of Ras Karkar (Ramallah and Al Bireh, West Bank), causing material damages to the vehicle and injuring the civilian.",0,"crowd size=no report",1695067360
PSE36074,"09 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Jericho","Rioters (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jericho,,Jericho,31.8667,35.45,1,"PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 9 September 2023, Katibat Jericho (PIJ) opened fire at Israeli forces during a patrol in Jericho (Jericho, West Bank). In conjunction with the shooting, Palestinian rioters hurled stones at Israeli forces. Israeli forces fired live and rubber-coated bullets to disperse the rioters. No casualties occurred.",0,,1695067360
PSE36075,"09 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank",Hebron,,Yuta,31.4459,35.0944,2,"PLO Negotiations Affairs Department",Other,"On 9 September 2023, Israeli settler rioters destroyed a Palestinian-owned room in the Ayn al Bayda area east of Yuta (Hebron, West Bank).",0,"crowd size=no report",1695067360
PSE36081,"09 September 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Palestine)","Refugees/IDPs (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Jenin - Mukhayyam Jenin",32.4605,35.2882,1,"Newpress; Quds News Network",National,"Property destruction: On 9 September 2023, an unidentified Palestinian group shot at an Israeli surveillance drone flying over Jenin - Mukhayyam Jenin refugee camp (Jenin, West Bank).",0,,1695067360
PSE36082,"09 September 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Tulkarm,32.3104,35.0286,2,Newpress,National,"On 9 September 2023, an unidentified Palestinian group opened fire at Israeli forces near Tulkarm (Tulkarm, West Bank) as they were conducting a search operation for Palestinian attackers. No casualties ocurred.",0,,1695067360
PSE36083,"09 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Tulkarm - Quick Response","Katibat Tulkarm",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Tulkarm,32.3104,35.0286,2,Newpress,National,"On 9 September 2023, Katibat Tulkarm - Quick Response (AAMB) and Katibat Tulkarm (PIJ) militants opened fire at Israeli forces positioned at the Nitzanei Oz and Tzanoz checkpoints west of Tulkarm (Tulkarm, West Bank). No casualties occurred.",0,,1695067360
PSE36096,"09 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)","Settlers (Israel)",8,"Civilians (Palestine)","Civilians (Israel)",7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Otniel,31.4399,35.0284,2,Haaretz,Regional,"On 9 September 2023, Israeli forces fired stun grenades and tear gas canisters at Palestinian civilians and Israeli left-wing activists on Palestinian-owned land near Otniel (Hebron, West Bank) under the pretext that it was a military zone after they gathered there because they heard that Israeli settlers set up tents on that land. In addition, 4-5 Israeli settlers beat up an Israeli left wing activist. The activist was hospitalized.",0,,1695067360
PSE36021,"08 September 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Israel (2022-)",,8,"Civilians (Palestine)","Muslim Group (Palestine)",7,78,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Old City",31.7767,35.2342,1,"Al-Ittihad; Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter","New media-National","Property destruction: On 8 September 2023, Israeli police forces raided the Mosque of Golden Gate in Al Quds - Old City (Al Quds, West Bank) and destroyed and confiscated equipment.",0,,1694467483
PSE36027,"08 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Settlers (Israel)",,3,"Civilians (Palestine)","Muslim Group (Palestine); Women (Palestine)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Old City",31.7767,35.2342,1,"Ma'an News Agency; Palestine News and Information Agency",National,"On 8 September 2023, a Palestinian woman worshiper was injured by a live bullet while praying in Al Aqsa Mosque in Al Quds - Old City (Al Quds, West Bank). Palestinian sources said that the bullet was fired from a nearby settler's house.",0,,1694467483
PSE36031,"08 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Tulkarm,,"Kafr Rumman",32.3214,35.1277,1,"Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter","New media-National","On 8 September 2023, Palestinian rioters clashed with Israeli military forces who raided Kafr Rumman village (Tulkarm, West Bank). Soldiers fired stun grenades and tear gas at rioters.",0,"crowd size=no report",1694467483
PSE36032,"08 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Qaryut,32.0709,35.294,1,"Arab 48; Dunia Al Watan; Quds News Network; Twitter","New media-National","On 8 September 2023, Palestinian rioters clashed with Israeli settlers and Israeli soldiers who raided the spring of Qaryut village (Nablus, West Bank). Soldiers fired stun grenades and tear gas at Palestinians. Several persons suffered from tear gas inhalation.",0,"crowd size=no report",1694467484
PSE36034,"08 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Burqah,31.8968,35.2543,1,"PLO Negotiations Affairs Department",Other,"On 8 September 2023, Palestinian rioters threw stones at Israeli soldiers who raided Burqah village (Ramallah and Al Bireh, West Bank). Soldiers fired stun grenades and tear gas canisters at rioter.",0,"crowd size=no report",1694467484
PSE36035,"08 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Qalqilya,,Qalqilyah,32.1897,34.9706,1,"Arab 48; Quds News Network; Twitter","New media-National","On 8 September 2023, Palestinian rioters clashed with Israeli military forces positioned at the northern entrance of Qalqilyah city (Qalqilya, West Bank).",0,"crowd size=no report",1694467484
PSE36039,"08 September 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Tulkarm,32.3104,35.0286,2,"Newpress; Quds News Network; Twitter","New media-National","On 8 September 2023, an unidentified Palestinian militant(s) opened fire toward the Israeli military checkpoint of Nitsanei Oz, west of Tulkarm city (Tulkarm, West Bank). There were no casualties.",0,,1694467484
PSE35940,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Refugees/IDPs (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam ad Duhayshah",31.6936,35.1838,1,"Dunia Al Watan; Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 7 September 2023, Palestinian rioters threw stones and Molotov cocktails toward Israeli military forces who carried out arrest operations in Mukhayyam ad Duhayshah refugee camp (Bethlehem, West Bank). Soldiers fired live bullets, stun grenades, and tear gas at rioters. A Palestinian was injured by a live bullet and dozens of rioters suffered from tear gas inhalation.",0,"crowd size=no report",1694467483
PSE35948,"07 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Katibat Jenin",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Jenin,,Shaked,32.4735,35.1688,1,"Newpress; Quds News Network; Twitter","New media-National","On 7 September 2023, Palestinian militants affiliated with Katibat Jenin (PIJ) opened fire toward the Israeli settlement of Shaked (Jenin, West Bank). There were no casualties.",0,,1694467483
PSE35955,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,2,"Al-Ittihad; Dunia Al Watan; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 7 September 2023, Israeli settlers set fire to 3 Palestinian-owned olive trees in Tel Rumeida southeast of Hebron city (Hebron, West Bank).",0,"crowd size=no report",1694467483
PSE35957,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,Kisan,31.6108,35.2245,1,"Ma'an News Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 7 September 2023, Israeli settlers chased and physically assaulted Palestinian shepherds in Kisan village (Bethlehem, West Bank).",0,"crowd size=no report",1694467483
PSE35960,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank",Nablus,,Madama,32.1859,35.2311,1,"Newpress; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 7 September 2023, Israeli settlers set fire to Palestinian-owned lands in Madama village (Nablus, West Bank).",0,"crowd size=no report",1694467483
PSE35962,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Umm Safa",32.0089,35.1646,2,"PLO Negotiations Affairs Department",Other,"On 7 September 2023, Israeli settlers threw stones toward passing Palestinian vehicles near Umm Safa village (Ramallah and Al Bireh, West Bank).",0,"crowd size=no report",1694467483
PSE35964,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Tubas,,"Al Farsiyah",32.3425,35.5114,1,"PLO Negotiations Affairs Department",Other,"On 7 September 2023, Israeli setters chased and attacked [presumably physically] a Palestinian farmer in Al Farsiyah (Tubas, West Bank) and forced him to leave the area.",0,"crowd size=no report",1694467483
PSE35970,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Students (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 7 September 2023, Palestinian rioters, including school students, clashed with Israeli military forces who raided Sabastiyah village (Nablus, West Bank). Soldiers fired stun grenades and tear gas, several rioters suffered from tear gas inhalation.",0,"crowd size=no report",1694467483
PSE35976,"07 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Jenin",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Al Jalamah",32.5082,35.3132,1,"Arutz Sheva; Newpress; Twitter","New media-National","On 7 September 2023, Palestinian militants affiliated with Katibat Jenin (PIJ) opened fire toward the Israeli military checkpoint of Al Jalamah, also known as Jalbaou (Jenin, West Bank). There were no casualties.",0,,1694467483
PSE35986,"07 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Jenin",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,Rummanah,32.5245,35.2048,2,"Newpress; Quds News Network; Twitter","New media-National","On 7 September 2023, Palestinian militants affiliated with Katibat Jenin (PIJ) opened fire toward the Israeli military checkpoint of Salim near Rummanah village (Jenin, West Bank). There were no casualties.",0,,1694467483
PSE36013,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)","Settlers (Israel)",8,58,,275,"Middle East",Palestine,"West Bank",Jericho,,"Al Awja",31.9507,35.4676,1,"Dunia Al Watan; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 7 September 2023, Palestinian rioters clashed with Israeli settlers and military forces who raided Al Awja town (Jericho, West Bank) and soldiers fired stun grenades and tear gas canisters toward rioters.",0,"crowd size=no report",1694467483
PSE36014,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,"Bir al Basha",32.4202,35.2301,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 7 September 2023, Palestinian rioters clashed with Israeli military forces who raided Bir al Basha village (Jenin, West Bank) and soldiers fired stun grenades and tear gas canisters at rioters. Several rioters suffered from tear gas inhalation.",0,"crowd size=no report",1694467483
PSE36015,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,Rummanah,32.5245,35.2048,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 7 September 2023, Palestinian rioters clashed with Israeli military forces positioned on the outskirts of Salim checkpoint near Rummanah village (Jenin, West Bank).",0,"crowd size=no report",1694467483
PSE36018,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,"Mevo Dotan",32.4167,35.1667,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 7 September 2023, Palestinian rioters clashed with Israeli military forces positioned near Mevo Dotan checkpoint (Jenin, West Bank).",0,"crowd size=no report",1694467483
PSE36019,"07 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Tulkarm - Quick Response",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Faroun,32.2861,35.0233,1,"Long War Journal",International,"On 7 September 2023, Palestinian militants from Katibat Tulkarm - Quick Response (Fatah) opened fire toward the Israeli military checkpoint of Faroun (Tulkarm, West Bank). There were no casualties.",0,,1694467483
PSE36020,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,"Al Jalamah",32.5082,35.3132,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 7 September 2023, Palestinian rioters clashed with Israeli military forces positioned near Al Jalamah checkpoint (Jenin, West Bank).",0,"crowd size=no report",1694467483
PSE36025,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Al Dawha",31.7011,35.1796,1,"PLO Negotiations Affairs Department",Other,"On 7 September 2023, Palestinian rioters clashed with Israeli military forces who raided Al Dawha village (Bethlehem, West Bank).",0,"crowd size=no report",1694467483
PSE36030,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)","Settlers (Israel)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Qalqilya,,Azzun,32.175,35.0575,2,"Long War Journal; Quds News Network; Twitter","New media-National","On 7 September 2023, Palestinian rioters hurled stones at passing settlers' vehicles near Azzun village (Qalqilya, West Bank), injuring 2 settlers.",0,"crowd size=no report",1694467483
PSE36033,"07 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Baytunya,31.8966,35.1705,2,"PLO Negotiations Affairs Department",Other,"On 7 September 2023, Palestinian rioters threw stones at Israeli soldiers positioned near Baytunya town (Ramallah and Al Bireh, West Bank). Soldiers fired stun grenades and tear gas canisters at rioter.",0,"crowd size=no report",1694467484
PSE36045,"07 September 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,Huwwarah,32.1522,35.2567,1,"Long War Journal",International,"On 7 September 2023, an unidentified Palestinian militant(s) opened fire toward the Israeli military checkpoint of Huwwarah (Nablus, West Bank). There were no casualties.",0,,1694467484
PSE35950,"06 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds",31.7834,35.2339,1,"Newpress; Twitter","New media-National","On 6 September 2023, Israeli settlers physically assaulted a Palestinian in Al Quds City (Al Quds, West Bank). He was seriously injured.",0,"crowd size=no report",1694467483
PSE35959,"06 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade","Refugees/IDPs (Palestine); Hamas Movement; Katibat Jenin; Rioters (Palestine)",3,"Police Forces of Israel (2022-) Yamam","Military Forces of Israel (2022-)",8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Jenin - Mukhayyam Jenin",32.4605,35.2882,1,"Al-Ittihad; Al Ghad (Jordan); Anadolu Agency; Dunia Al Watan; Long War Journal; Ma'an News Agency; Newpress; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Times of Israel; Twitter","Other-New media","On 6 September 2023, Israeli troops involving special forces (Yamam) and IDF carried out an operation on the outskirts of Jenin - Mukhayyam Jenin (Jenin, West Bank) to arrested a Palestinian militant affiliated with Al Aqsa Martyrs Brigade. Palestinian gunmen from Katibat Jenin (PIJ), Al Aqsa Martyrs Brigade (Fatah), Hamas exchanged fire with Israeli troops threw explosives at them. A senior militant affiliated with Al Aqsa Martyrs Brigade was arrested. Also, Palestinian rioters threw stones at Israeli troops. Several Palestinians were injured. There were no Israeli casualties.",0,,1694467483
PSE35961,"06 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade","Hamas Movement; Katibat Jenin",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Al Ghad (Jordan); Long War Journal; Newpress; Palestine News and Information Agency; Twitter","New media-National","On 6 September 2023, Palestinian militants exchanged fire with Israeli troops who carried out an operation in Jenin city (Jenin, West Bank). Katibat Jenin (PIJ), Al Aqsa Martyrs Brigade (Fatah), and Hamas engaged in the armed clashes. A senior militant affiliated with Al Aqsa Martyrs Brigade was arrested during another concurrent operation on the outskirts of Jenin camp (coded separately). There were no casualties.",0,,1694467483
PSE35989,"06 September 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,"Palestine News and Information Agency",National,"Property destruction: On 6 September 2023, Israeli military vehicles intentionally struck Palestinian-owned cars parked in Hebron city (Hebron, West Bank), causing material damage.",0,,1694467483
PSE36000,"06 September 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Israel (2022-)",,8,"Civilians (Palestine)","Labor Group (Palestine); Farmers (Palestine)",7,78,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Anata",31.8092,35.259,1,"Arab 48; Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","Property destruction: On 6 September 2023, Israeli authorities [coded as police] demolished a Palestinian-owned house, 9 commercial shops, a hall, a car wash, and an animal farm in Al Quds - Anata (Al Quds, West Bank) under the pretext of not having building permits.",0,,1694467483
PSE36010,"06 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Police Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Jabal al Mukabbir",31.75,35.2469,1,"Palestine News and Information Agency",National,"On 6 September 2023, Palestinian rioters clashed with Israeli police who raided Al Quds - Jabal al Mukabbir (Al Quds, West Bank) and police fired stun grenades and tear gas in response.",0,"crowd size=no report",1694467483
PSE36011,"06 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,Yabad,32.4457,35.1682,1,"PLO Negotiations Affairs Department",Other,"On 6 September 2023, Palestinian rioters clashed with Israeli military forces who raided Yabad town (Jenin, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas at rioters.",0,"crowd size=no report",1694467483
PSE36012,"06 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Mukhayyam Shuafat",31.8114,35.2458,1,"PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 6 September 2023, Palestinian rioters clashed with Israeli military forces positioned at the checkpoint of Al Quds - Mukhayyam Shuafat (Al Quds, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1694467483
PSE36047,"06 September 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Palestine)",,3,"Civilians (Israel)","Civilians (International)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Old City",31.7767,35.2342,1,"Al Ghad (Jordan); Arutz Sheva; Dunia Al Watan; GardaWorld; Liveuamap; Long War Journal; Ma'an News Agency; Newpress; Palestine News and Information Agency; Press TV; Quds News Network; Times of Israel; Twitter","Local partner-New media","On 6 September 2023, a 17-year-old Palestinian with no known political affiliation stabbed 2 Israelis and a tourist at Jaffa gate of Al Quds - Old City (Al Quds, West Bank). One of the Israelis was left in serious condition. The attacker was arrested by Israeli security forces.",0,,1694467484
PSE35936,"05 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Refugees/IDPs (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Mukhayyam al Amari",31.894,35.2108,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 5 September 2023, Palestinian rioters clashed with Israeli military forces who raided Mukhayyam al Amari refugee camp (Ramallah and Al Bireh, West Bank). Soldiers fired live and rubber bullets, stun grenades and tear gas at rioters. A Palestinian was injured.",0,"crowd size=no report",1694467483
PSE35938,"05 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Refugees/IDPs (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Mukhayyam al Jalazun",31.9512,35.2117,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 5 September 2023, Palestinian rioters clashed with Israeli military forces who raided Mukhayyam al Jalazun refugee camp (Ramallah and Al Bireh, West Bank). Soldiers fired stun grenades and tear gas at rioters.",0,"crowd size=no report",1694467483
PSE35949,"05 September 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Dayr Dibwan",31.9111,35.2666,2,"Arab 48; Dunia Al Watan; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 5 September 2023, Israeli settlers set fire to 2 Palestinian-owned tents near Dayr Dibwan village (Ramallah and Al Bireh, West Bank). Also, settlers looted 4 heads of sheep.",0,"crowd size=no report",1694467483
PSE35958,"05 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade",,3,"Military Forces of Palestine (1994-)",,1,13,,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Long War Journal; Quds News Network; Twitter","New media-National","On 5 September 2023, Palestinian militants affiliated with Al Aqsa Martyrs Brigade (Fatah) opened fire at the headquarters of PA's security forces who returned fire in Jenin city (Jenin, West Bank) following the PA's forces seizure of a weapon belonging to a militant. There were no casualties.",0,,1694467483
PSE35968,"05 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Al Fajr",,3,"Police Forces of Israel (2022-) Border Police",,8,38,,275,"Middle East",Palestine,"West Bank",Jericho,,"Al Zubeidat",32.1745,35.5308,2,"Al-Ittihad; Al Ghad (Jordan); AP; Arutz Sheva; Dunia Al Watan; Haaretz; Jerusalem Post; Joe Truzman; Liveuamap; Long War Journal; Ma'an News Agency; Newpress; Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; Quds News Network; Times of Israel; Twitter","Local partner-New media","On 5 September 2023, a Palestinian militant affiliated with Katibat Al Fajr (Fatah) opened fire toward Israeli border police who were chasing him near Argaman Junction, near Al Zubeidat village (Jericho, West Bank). Police officers returned fire and killed the militant. A police officer was lightly injured. The attacker shot at a restaurant in the area before being chased by security forces.",1,,1694467483
PSE35997,"05 September 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Tulkarm","Katibat Tulkarm - Quick Response; Hamas Movement; Al Aqsa Martyrs Brigade; Refugees/IDPs (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,"Nur ash Shams",32.3167,35.0667,1,"Al-Ittihad; AP; Arab 48; Arutz Sheva; Dunia Al Watan; Haaretz; Joe Truzman; Liveuamap; Long War Journal; Ma'an News Agency; Newpress; Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department; Quds News Network; Times of Israel; Twitter; Xinhua","Local partner-New media","On 5 September 2023, Palestinian militants exchanged fire and threw explosives at Israeli military forces who raided Nur ash Shams refugee camp (Tulkarm, West Bank) to destroy an explosives lab. Several groups joined the battle, including Katibat Tulkarm (PIJ), Katibat Tulkarm - Quick Response (Fatah), Al Aqsa Martyrs Brigade (Fatah), and Hamas Movement. Israeli forces razed roads and destroyed infrastructure during the raid. A Palestinian militant affiliated with Katibat Tulkarm (PIJ) was killed. There were no casualties among soldiers.",1,,1694467483
