event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE39523,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Hamas Movement",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","Deir El Balah",,"Al Burayj",31.4394,34.4031,2,"Newpress; Quds News Network; Twitter","New media-National","On 29 October 2023, Hamas militants clashed with Israeli military forces as part of the Israeli ground operations east of Al Burayj (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1699317283
PSE39532,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Bayt Rima",32.0333,35.1036,1,"Israeli Defense Forces; Long War Journal; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, residents threw stones and Molotov cocktail at Israeli forces in Bayt Rima (Ramallah and Al Bireh, West Bank) as they stormed the city and raided houses. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, killing 1 civilian and injuring 11.",1,"crowd size=no report",1699317283
PSE39533,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, residents threw stones at Israeli forces in Jenin (West Bank) as they stormed the city and raided houses and an exchange shop. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, injuring 5 civilians.",0,"crowd size=no report",1699317283
PSE39534,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"At Tabaqah",31.4967,35.0175,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces in At Tabaqah village and Bani Naim village (Hebron, West Bank) during a patrol. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, injuring 1 civilian.",0,"crowd size=no report",1699317283
PSE39535,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Al Mazraah al Qibliyah",31.9523,35.1507,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces in Al Mazraah al Qibliyah (Ramallah and Al Bireh, West Bank) during a patrol. Israeli forces responded by firing rubber-coated bullets, and tear gas canisters at residents.",0,"crowd size=no report",1699317283
PSE39541,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Baytunya,31.8966,35.1705,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces in Baytunya (Ramallah and Al Bireh, West Bank) during a patrol. Israeli forces responded by firing rubber-coated bullets, and tear gas canisters at residents.",0,"crowd size=no report",1699317283
PSE39542,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Ofer Prison",31.8721,35.1763,2,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces near Ofer military camp (coded to Ofer Prison) (Ramallah and Al Bireh, West Bank) during a patrol. Israeli forces responded by firing rubber-coated bullets, and tear gas canisters at residents.",0,"crowd size=no report",1699317283
PSE39543,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Qaffin,32.4327,35.0827,1,"Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, rioters threw stones at Israeli forces in Qaffin city (Tulkarm, West Bank) as they stormed the city and raided a house. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters.",0,"crowd size=no report",1699317283
PSE39544,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Qalqilya,,Hajjah,32.2043,35.1308,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, rioters threw stones at Israeli forces near the entrance of Hajjah city (Qalqilya, West Bank). Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters.",0,"crowd size=no report",1699317283
PSE39545,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Urif,32.1595,35.2223,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, residents threw stones at Israeli forces in Urif village (Nablus, West Bank) as they stormed the village. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, injuring 1 civilian.",0,"crowd size=no report",1699317283
PSE39547,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,"Shavei Shomron",32.264,35.1849,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces near Shavei Shomron checkpoint (Nablus, West Bank) as they stormed the city and raided houses. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters.",0,"crowd size=no report",1699317283
PSE39549,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Yatma,32.1089,35.2691,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, residents threw stones at Israeli forces in Yatma (Nablus, West Bank) as they stormed the village. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents.",0,"crowd size=no report",1699317283
PSE39553,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Dar Salah",31.7119,35.2517,1,"PLO Negotiations Affairs Department",Other,"On 29 October 2023, clashes erupted between Israeli forces and residents in Dar Salah (Bethlehem, West Bank).",0,"crowd size=no report",1699317284
PSE39557,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Bani Naim",31.5159,35.1639,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, residents threw stones at Israeli forces in At Tabaqah village and Bani Naim village (Hebron, West Bank) during a patrol. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, injuring 1 civilian.",0,"crowd size=no report",1699317284
PSE39570,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Jenin","Al Aqsa Martyrs Brigade",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Jenin - Hayy Marah Sad",32.4554,35.305,1,"Al Aqsa Martyrs Brigade; Al Ghad (Jordan); Long War Journal; Newpress",Other-National,"On 29 October 2023, gunmen from Katibat Jenin and Al Aqsa Martyrs Brigade clashed with Israeli forces in Jenin - Hayy Marah Sad (Jenin, West Bank). The forces claimed that it intercepted an Israeli drone before forcing the Israeli forces from leaving. Casualties unknown.",0,,1699317284
PSE39571,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Jenin",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Silat al Harithiyah",32.5085,35.2275,1,"Al Ghad (Jordan); Israeli Defense Forces; Long War Journal",Other-Regional,"On 29 October 2023, gunmen from Katibat Jenin exchanged fire and threw explosives at Israeli forces in Silat al Harithiyah (Jenin, West Bank) in an arrest campaign. Casualties unknown.",0,,1699317284
PSE39580,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Tulkarm - Quick Response",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,Tulkarm,32.3104,35.0286,2,"Katibat Tulkarm - Quick Response; Long War Journal",Other-International,"On 29 October 2023, gunmen from Katibat Tulkarm - Quick Response opened fire targeting Israeli forces at Tasnaur checkpoint (coded to Tulkarm governorate) (West Bank). Casualties unknown.",0,,1699317284
PSE39668,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tubas,,Tammun,32.2835,35.3837,1,"Ma'an News Agency; Newpress; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, gunmen clashed with Israeli forces in Tammun (Tubas, West Bank) as they stormed the city and raided houses. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, killing 1 civilian, injuring 7, and detaining 3 others.",1,,1699317284
PSE39671,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,2,Newpress,National,"On 29 October 2023, gunmen opened fire at Israeli forces' reinforcements in Dawar al Ahmadin west of Jenin city (West Bank). Casualties unknown.",0,,1699317284
PSE39673,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,Newpress,National,"On 29 October 2023, gunmen opened fire at Israeli forces storming into Nablus city (West Bank). Casualties unknown.",0,,1699317284
PSE39685,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Al Jalamah",32.5082,35.3132,1,"Long War Journal; Quds News Network",National-International,"On 29 October 2023, gunmen clashed with Israeli forces in Al Jalamah (Jenin, West Bank). Casualties unknown.",0,,1699317284
PSE39688,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tubas,,Tayasir,32.3404,35.396,1,"Long War Journal; Newpress; Quds News Network",National-International,"On 29 October 2023, gunmen opened fire targeting Israeli forces in Tayasir (Tubas, West Bank). Casualties unknown.",0,,1699317284
PSE39962,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Quds News Network",National,"On 29 October 2023, unidentified Palestinian militants clashed with Israeli military forces as part of the Israeli ground operations east of Jabalya (North Gaza, Gaza Strip). Casualties unknown.",0,,1699317285
PSE39961,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Al Ghad (Jordan); Quds News Network",National-Regional,"On 29 October 2023, unidentified Palestinian militants clashed with Israeli military forces as part of the Israeli ground operations east of Khan Yunis (coded as Khuzaa, Gaza Strip). Casualties unknown.",0,,1699919400
PSE39194,"29 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Refugees/IDPs (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"Al-Ittihad; Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, residents threw stones at Israeli forces in Al Masakin ash Shabiyah neighborhood and Mukhayyam Askar al Qadim (Nablus, West Bank) during a patrol. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents injuring 2 children.",0,"crowd size=no report",1700524100
PSE39670,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"Ma'an News Agency; Newpress; PLO Negotiations Affairs Department",Other-National,"On 29 October 2023, gunmen resumed clashes and threw explosives at Israeli forces in Mukhayyam Askar al Qadim (Nablus, West Bank) during a patrol. Israeli forces responded by firing live ammunition, rubber-coated bullets, and tear gas canisters at residents, killing 1 gunmen and injuring 10 others. The clashes started late at night the day before.",1,,1700524100
ISR37889,"29 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Israel (2022-)",,1,Hezbollah,,3,13,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kefar Giladi",33.2423,35.5752,2,N12,National,"On 29 October 2023, Hezbollah forces fired with small arms at IDF observation posts in Misgav Am, near Kefar Giladi (Zefat, HaZafon). Israeli forces responded by firing back at the sources of the fire. There were no casualties.",0,,1701134657
ISR37765,"28 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Katibat Jenin","Unidentified Armed Group (Palestine)",3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",376,"Middle East",Israel,HaZafon,Yizreel,"Harod Valley","Gan Ner",32.5311,35.3377,1,"Long War Journal",International,"On 28 October 2023, Katibat Jenin and other unknown Palestinian militants opened fire at Gan Ner settlement (HaZafon, Israel). There were no casualties.",0,,1699317280
ISR37868,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Students (Israel); Arab Ethnic Group (Israel)",5,"Rioters (Israel)","Jewish Group (Israel)",5,55,,376,"Middle East",Israel,HaMerkaz,Sharon,"Western Sharon",Netanya,32.3329,34.8599,1,"Haaretz; Times of Israel",National,"On 28 October 2023, Israeli Arab students clashed with Jewish residents at a college in Netanya (Sharon, HaMerkaz) after Arab students allegedly threw eggs at a local synagogue earlier in the day. Following the incident, hundreds of local Jewish residents demonstrated outside of the college that the students attend, chanting 'death to Arabs,' leading to the clashes.",0,"crowd size=hundreds",1699317280
PSE39188,"28 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Sur Bahir",31.7368,35.2334,1,"PLO Negotiations Affairs Department; Quds News Network",Other-National,"Property destruction: On 28 October 2023, Israeli forces demolished 2 Palestinian-owned houses in Al Quds - Sur Bahir (West Bank) for being unlicensed.",0,,1699317282
PSE39189,"28 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Bayt Hanina",31.8318,35.2073,1,"Arab 48; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"Property destruction: On 28 October 2023, Israeli forces forced 3 Palestinian brothers to demolish their houses in Al Quds - Bayt Hanina (West Bank) for being unlicensed. The houses housed 18 people.",0,,1699317282
PSE39190,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Bayt Iksa",31.8173,35.1793,1,"Arab 48; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settler rioters raided Bayt Iksa village (Al Quds, West Bank) and damaged the tires of 10 Palestinian-owned cars.",0,"crowd size=no report",1699317282
PSE39191,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Refugees/IDPs (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam ad Duhayshah",31.6936,35.1838,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Mukhayyam ad Duhayshah (Bethlehem, West Bank). The Palestinian rioters threw rocks at the Israeli forces. Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters, injuring 3 Palestinians. There were no fatalities.",0,"crowd size=no report",1699317282
PSE39206,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settlers, under the protection of Israeli forces, raided Palestinian agricultural lands near Sabastiyah town (Nablus, West Bank). The settlers attacked Palestinian farmers who were picking olives, abducted 2 Palestinians and took them to an unknown location, and set fire to some parts of the land. There were no fatalities.",0,"crowd size=no report",1699317282
PSE39213,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank","Al Quds",,"An Nabi Samuil",31.8331,35.183,1,"Arab 48; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settler rioters raided An Nabi Samuil village (Al Quds, West Bank) and damaged the tires of an unspecified number of Palestinian-owned cars.",0,"crowd size=no report",1699317282
PSE39214,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Dayr Jarir",31.9651,35.294,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, armed Israeli settlers raided Palestinian agricultural lands in Al Shurfa area of Dayr Jarir village (Ramallah and Al Bireh, West Bank) while Palestinian farmers where picking olives. The settlers forced the farmers to leave and stole their harvest and equipment. There were no casualties.",0,"crowd size=no report",1699317282
PSE39215,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Taybeh,31.9545,35.3002,2,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers broke the windows of a bus on the Ramallah - Jericho road near Taybeh town (Ramallah and Al Bireh, West Bank). There were no casualties.",0,"crowd size=no report",1699317282
PSE39216,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Tulkarm,,"Al Nazlah al Sharqiyah",32.4116,35.108,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, dozens of Israeli settlers raided Palestinian agricultural lands in Al Qarin area of Khirbat Al Hamam near Al Nazlah al Sharqiyah village (Tulkarm, West Bank) while Palestinian farmers were picking olives. The settlers beat 2 farmers, stole the farmers' harvest, and damaged their equipment and one car. There were no casualties.",0,"crowd size=dozens",1699317282
PSE39221,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Jalud,32.0668,35.3166,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Jalud village (Nablus, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317282
PSE39222,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Burin,32.1845,35.2502,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Burin village (Nablus, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317282
PSE39223,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Till,32.2007,35.2129,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Till village (Nablus, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317282
PSE39224,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Qabalan,32.1018,35.2894,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Qabalan village (Nablus, West Bank). The settlers threw rocks at the Palestinian farmers and cut branches from their olive trees. There were no casualties.",0,"crowd size=no report",1699317282
PSE39225,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,Farkha,32.0697,35.1489,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Farkha village (Salfit, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317282
PSE39226,"28 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Hebron,,Idhna,31.5587,34.9744,1,"Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"Looting: On 28 October 2023, Israeli forces seized 7 vehicles from the same family during a raid on Idhna town (Hebron, West Bank).",0,,1699317282
PSE39232,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,"Kafr ad Dik",32.0671,35.0828,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Kafr ad Dik village (Salfit, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317282
PSE39239,"28 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,2,"Palestine News and Information Agency",National,"Property destruction: On 28 October 2023, Israeli forces fired stun grenades a Palestinian home on the Nablus - Ramallah road (West Bank). There were no casualties.",0,,1699317282
PSE39241,"28 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,"Al Lubban ash Sharqiyah",32.0701,35.2403,1,"Palestine News and Information Agency",National,"On 28 October 2023, Israeli soldiers assaulted a Palestinian man at the entrance of Al Lubban ash Sharqiyah village (Nablus, West Bank). The victim sustained broken bones and bruises. There were no fatalities.",0,,1699317282
PSE39243,"28 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Dahriya,31.4096,34.9755,1,"Ma'an News Agency",National,"On 28 October 2023, Israeli forces shot and injured a Palestinian man in his car in Wadi Al Ghamari area of Dahriya town (Hebron, West Bank). There were no fatalities.",0,,1699317282
PSE39244,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,"Qarawat Bani Hassan",32.128,35.099,2,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers threw rocks at passing Palestinian cars near the entrance of Qarawat Bani Hassan (Salfit, West Bank). There were no casualties.",0,"crowd size=no report",1699317282
PSE39248,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,Zatarah,31.6736,35.2566,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers attacked passing Palestinian cars at the entrance of Zatarah town (Bethlehem, West Bank), through unspecified means. There were no casualties.",0,"crowd size=no report",1699317282
PSE39249,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,"Beit Tamir",31.6787,35.2418,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers attacked passing Palestinian cars at the entrance of Beit Tamir town (Bethlehem, West Bank), through unspecified means. There were no casualties.",0,"crowd size=no report",1699317283
PSE39251,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Rioters (Palestine)","Civilians (Palestine)",5,55,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Khallat al Louza",31.6764,35.2006,1,"PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, Israeli settlers raided Khallat al Louza (Khalail al Louz) village (Bethlehem, West Bank). The settlers fired live bullets and set a Palestinian-owned car on fire. Clashes erupted between the settlers and Palestinians.",0,"crowd size=no report",1699317283
PSE39252,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Yuta,31.4459,35.0944,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Yuta town (Hebron, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317283
PSE39256,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Dahriya,31.4096,34.9755,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Dahriya town (Hebron, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317283
